Estimate	Std..Error	z.value	Pr...z..	ESO
0.48034823396659	0.14450737674702	3.32403953887771	0.00088723615897004	ESOfficeSOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE
-1.89358523078836	0.180034304795395	-10.5179134217802	7.14380919673852e-26	ESOfficeSOUTHWESTERN VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE
-18.5902738336487	2399.54472046714	-0.00774741711420555	0.993818517336516	ESOfficeSPRING CREEK NATIONAL FISH HATCHERY
-1.17690755281795	0.69768964338339	-1.68686401465074	0.0916295029204194	ESOfficeSTOCKTON FISH AND WILDLIFE OFFICE
0.217402883290151	0.125595381963333	1.73097832015529	0.0834556312764926	ESOfficeTENNESSEE ECOLOGICAL SERVICES FIELD OFFICE
-0.466060795157831	0.23197725104091	-2.00907973978724	0.0445286779006956	ESOfficeTexas Coastal Ecological Services Field Office
-18.5902738356234	137.397569439756	-0.135302785277978	0.892372482996935	ESOfficeTWIN CITIES ECOLOGICAL SERVICES FIELD OFFICE
2.03623759733989	0.72055607134277	2.82592525179244	0.00471442639528656	ESOfficeUPPER COLUMBIA RIVER FISH AND WILDLIFE OFFICE
-4.10139216249911	0.143937623553799	-28.4942328575139	1.38095120863974e-178	ESOfficeUTAH ECOLOGICAL SERVICES FIELD OFFICE
-0.250250568610648	0.156016268895725	-1.6040030336702	0.108713383907874	ESOfficeVENTURA FISH AND WILDLIFE OFFICE
2.5909151036354	0.287604150354067	9.00861514149134	2.08674812979474e-19	ESOfficeVIRGINIA ECOLOGICAL SERVICES FIELD OFFICE
3.23217326412276	0.287021555289809	11.2610819799203	2.04235590319047e-29	ESOfficeWASHINGTON FISH AND WILDLIFE OFFICE
-18.5902738358052	365.927153608702	-0.0508032094707145	0.959482333393919	ESOfficeWEST VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE
-5.24777608237791	0.267854087294201	-19.5919208677743	1.81222278750916e-85	ESOfficeWESTERN COLORADO ECOLOGICAL SERVICES FIELD OFFICE
-1.21327519698782	0.609665050175022	-1.99006847553343	0.0465833928999013	ESOfficeWESTERN WASHINGTON FISHERIES RESOURCE OFFICE
-2.92499195854298	0.161349493327517	-18.1282996197928	1.90561077084837e-73	ESOfficeWYOMING ECOLOGICAL SERVICES FIELD OFFICE
-3.75880646859332	0.375898013485137	-9.99953799633991	1.53109691927681e-23	ESOfficeYREKA FISH AND WILDLIFE OFFICE
